1 NDA #,2 Ingredient(s),3 Company,4 Product Name,5 Approval Date,6 First Cliff Expiration Date,7 Earliest Prot Date,8 Latest Prot Date,9 Additional Prot Time,10 Months of Additional Prot Time,11 Num Protections,12 Unique Patents,13 Orphan Drug Excl,14 Extensions,15 Num Patent Extensions,16 Num Exculsivity Extensions
21849,Omeprazole; Sodium Bicarbonate,SALIX,Zegerid,2/27/2006,7/16/2016,7/15/2016,7/16/2016,0 years0 months,0,10,1,0,0,0,0
21850,Magnesium Hydroxide; Omeprazole; Sodium Bicarbonate,SANTARUS,Zegerid,3/24/2006,7/16/2016,7/16/2016,7/16/2016,0 years0 months,0,8,1,0,0,0,0
21852,Betamethasone Diproprionate; Calcipotriene Hydrate,LEO PHARMA AS,Taclonex,1/9/2006,1/27/2020,12/29/2007,1/27/2020,12 years1 months,145,8,1,0,0,0,0
21856,Febuxostat,TAKEDA PHARMS USA,Uloric,2/13/2009,3/8/2024,2/13/2014,9/8/1931,17 years7 months,211,8,1,0,1,1,0
21858,Ibandronate Sodium,ROCHE,Boniva,1/6/2006,1/6/2009,7/9/2007,9/2/2014,7 years2 months,86,5,0,0,1,1,0
21859,Hyaluronidase Recombinant Human,HALOZYME THERAP,Hylenex Recombinant,12/2/2005,12/2/2010,12/2/2010,12/2/2010,0 years0 months,0,1,0,0,0,0,0
21861,Olopatadine Hydrochloride,NOVARTIS,Patanase,4/15/2008,12/18/2010,12/18/2010,8/2/2023,12 years8 months,152,12,1,0,4,2,2
21862,Nepafenac,NOVARTIS,Nevanac,8/19/2005,8/19/2010,8/19/2010,1/31/2027,16 years5 months,197,5,0,0,2,2,0
21864,Ethinyl Estradiol; Levonorgestrel,WYETH PHARMS INC,Lybrel,5/22/2007,5/22/2010,5/22/2010,9/3/2018,8 years4 months,100,2,0,0,1,1,0
21866,Aripiprazole,OTSUKA,Abilify,9/20/2006,9/20/2009,11/15/2007,1/21/2025,17 years2 months,206,28,0,1,2,2,0
21868,Insulin Recombinant Human,PFIZER,Exubera,1/27/2006,6/24/2020,1/27/2009,6/24/2020,11 years5 months,137,14,1,0,0,0,0
21871,Ethinyl Estradiol; Norethindrone Acetate,APIL,Loestrin 24 Fe,2/17/2006,2/17/2009,2/17/2009,7/22/2014,5 years5 months,65,2,0,0,1,1,0
21872,Levetiracetam,UCB INC,Keppra,7/31/2006,7/31/2009,7/14/2008,9/19/2010,2 years2 months,26,13,0,0,4,1,3
21875,Armodafinil,CEPHALON,Nuvigil,6/15/2007,12/18/2023,2/13/2008,6/18/2024,16 years4 months,196,22,1,0,1,1,0
21876,Doxylamine Succinate; Pyridoxine Hydrochloride,DUCHESNAY,Diclegis,4/8/2013,6/21/2021,4/8/2016,6/21/2021,5 years2 months,62,3,1,0,0,0,0
21877,Nelarabine,NOVARTIS,Arranon,10/28/2005,10/28/2010,10/28/2010,6/13/2017,6 years8 months,80,11,0,1,2,2,0
21879,Dextromethorphan Hydrobromide; Quinidine Sulfate,AVANIR PHARMS,Nuedexta,10/29/2010,10/29/2013,6/17/2011,8/13/2026,15 years2 months,182,7,0,0,1,1,0
21880,Lenalidomide,CELGENE,Revlimid,12/27/2005,12/27/2010,6/29/2009,3/8/2028,18 years9 months,225,91,0,8,5,5,0
21881,Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate,SALIX PHARMS,Moviprep,8/2/2006,8/2/2009,8/2/2009,9/1/2024,15 years1 months,181,3,0,0,1,1,0
21882,Deferasirox,NOVARTIS,Exjade,11/2/2005,11/2/2012,11/2/2010,1/23/2020,9 years2 months,110,8,0,2,3,2,1
21883,Dalbavancin Hydrochloride,ALLERGAN,Dalvance,5/23/2014,5/23/2024,1/20/2019,5/23/2024,5 years4 months,64,7,0,0,0,0,0
21884,Mecasermin Rinfabate Recombinant,INSMED,Iplex,12/12/2005,12/12/2012,12/12/2008,10/28/2014,5 years10 months,70,4,0,1,1,1,0
21887,Orlistat,GLAXOSMITHKLINE CONS,Alli,2/7/2007,1/6/2018,6/18/2009,1/6/2018,8 years7 months,103,3,1,0,0,0,0
21892,"Sodium Phosphate, Dibasic, Anhydrous; Sodium Phosphate, Monobasic, Monohydrate",SALIX PHARMS,Osmoprep,3/16/2006,3/16/2009,3/16/2009,6/22/2028,19 years3 months,231,3,0,0,2,2,0
21894,Tetrabenazine,VALEANT PHARMS NORTH,Xenazine,8/15/2008,8/15/2015,8/15/2013,8/15/2015,2 years0 months,24,2,0,1,0,0,0
21896,Emtricitabine,GILEAD,Emtriva,9/28/2005,3/9/2021,7/2/2008,9/9/2021,13 years2 months,158,25,1,0,1,1,0
21897,Naltrexone,ALKERMES,Vivitrol,4/13/2006,4/13/2009,4/13/2009,10/15/2029,20 years6 months,246,24,0,0,2,2,0
21902,Sinecatechins,FOUGERA PHARMS INC,Veregen,10/31/2006,4/10/2017,10/31/2009,10/2/2026,17 years0 months,204,6,1,0,2,2,0
21903,Ibuprofen Lysine,RECORDATI RARE,Neoprofen,4/13/2006,4/13/2013,4/13/2009,3/2/1932,22 years11 months,275,9,0,1,2,2,0
21905,Somatropin Recombinant,LG CHEM LTD,Valtropin,4/19/2007,4/19/2010,4/19/2010,4/19/2010,0 years0 months,0,1,0,0,0,0,0
21906,Lopinavir; Ritonavir,ABBVIE,Kaletra,10/28/2005,6/26/2016,12/29/2012,6/14/2028,15 years6 months,186,77,1,0,7,7,0
21908,Lubiprostone,SUCAMPO PHARMA LLC,Amitiza,1/31/2006,1/31/2011,1/31/2011,10/25/2027,16 years9 months,201,60,0,0,4,4,0
21909,Fexofenadine Hydrochloride,SANOFI AVENTIS US,Children's Allegra Allergy ; Children's Allegra Hives,7/26/2007,3/14/2017,1/12/2010,11/26/2021,11 years10 months,142,20,1,0,1,1,0
21910,Magnesium Chloride; Sodium Bicarbonate; Sodium Chloride,DIALYSIS SUPS,Normocarb HF 25 ; Normocarb HF 35,7/26/2006,7/26/2013,7/26/2013,3/4/2023,9 years8 months,116,3,0,1,2,2,0
21911,Rufinamide,EISAI INC,Banzel,11/14/2008,11/14/2015,11/14/2013,5/14/2023,9 years6 months,114,18,0,4,3,3,0
21912,Arformoterol Tartrate,SUNOVION,Brovana,10/6/2006,10/6/2009,10/6/2009,11/9/2021,12 years1 months,145,23,0,0,2,2,0
21918,Ciprofloxacin Hydrochloride,WRASER PHARMS,Cetraxal,5/1/2009,5/1/2012,5/1/2012,5/1/2012,0 years0 months,0,1,0,0,0,0,0
21920,Naproxen Sodium,BIONPHARMA INC,Naproxen Sodium,2/17/2006,3/3/2026,3/3/2026,3/3/2026,0 years0 months,0,6,1,0,0,0,0
21923,Sorafenib Tosylate,BAYER HLTHCARE,Nexavar,12/1/2005,12/20/2010,11/16/2010,9/10/2028,17 years10 months,214,18,0,3,6,5,1
21924,Levothyroxine Sodium,INSTITUT BIOCHIMIQUE,Tirosint,10/13/2006,3/14/2024,3/14/2024,3/14/2024,0 years0 months,0,4,1,0,0,0,0
21925,Glimepiride; Pioglitazone Hydrochloride,TAKEDA PHARMS USA,Duetact,7/28/2006,8/9/2016,1/17/2011,6/8/2028,17 years5 months,209,9,1,0,3,3,0
21926,Naproxen Sodium; Sumatriptan Succinate,CURRAX,Treximet,4/15/2008,10/2/2025,8/6/2008,4/2/2026,17 years8 months,212,27,1,0,1,1,0
21928,Varenicline Tartrate,PF PRISM CV,Chantix,5/10/2006,5/10/2011,5/10/2011,2/3/2023,11 years9 months,141,21,0,0,3,3,0
21929,Budesonide; Formoterol Fumarate Dihydrate,ASTRAZENECA,Symbicort,7/21/2006,7/21/2009,7/21/2009,10/7/2029,20 years3 months,243,91,0,0,5,5,0
21936,Tiotropium Bromide,BOEHRINGER INGELHEIM,Spiriva Respimat,9/24/2014,9/24/2017,5/31/2016,4/16/1931,14 years11 months,179,60,0,0,3,3,0
21937,Efavirenz; Emtricitabine; Tenofovir Disoproxil Fumarate,GILEAD SCIENCES,Atripla,7/12/2006,11/13/2021,7/2/2008,4/28/2029,20 years9 months,249,71,1,0,2,2,0
21938,Sunitinib Malate,CPPI CV,Sutent,1/26/2006,1/26/2011,1/26/2011,2/15/2021,10 years1 months,121,14,0,0,1,1,0
21945,Hydroxyprogesterone Caproate,AMAG PHARMA USA,Makena,2/3/2011,2/3/2018,2/3/2018,5/2/1936,18 years3 months,219,10,0,2,2,1,1
21946,Ketoconazole,ALMIRALL,Xolegel,7/28/2006,7/28/2009,7/28/2009,11/24/2020,11 years4 months,136,4,0,0,2,2,0
21947,Fentanyl Citrate,CEPHALON,Fentora,9/25/2006,9/25/2009,9/25/2009,6/15/2028,18 years9 months,225,17,0,0,2,2,0
21949,Budesonide,ASTRAZENECA,Budesonide,7/12/2006,7/12/2009,3/13/2007,5/8/2018,11 years2 months,134,6,0,0,1,1,0
21951,Isotretinoin,SUN PHARM INDS INC,Absorica,5/25/2012,9/21/2021,5/25/2015,9/21/2021,6 years4 months,76,8,1,0,0,0,0
21956,Hydrochlorothiazide; Metroprolol Succinate,CONCORDIA,Dutoprol,8/28/2006,8/28/2009,8/28/2009,8/28/2009,0 years0 months,0,1,0,0,0,0,0
21957,Esomeprazole Magnesium,ASTRAZENECA PHARMS,Nexium,10/20/2006,5/3/2020,4/19/2007,5/3/2020,13 years1 months,157,85,1,0,0,0,0
21958,Terbinafine,GLAXOSMITHKLINE CONS,Lamisil AT,7/24/2006,5/18/2012,5/18/2012,4/28/2015,2 years11 months,35,14,1,0,2,2,0
21959,Prednisolone Sodium Phosphate,CONCORDIA PHARMS INC,Orapred ODT,6/1/2006,1/12/2010,1/12/2010,11/24/2019,9 years10 months,118,7,1,0,2,2,0
21963,Fexofenadine Hydrochloride,SANOFI AVENTIS US,Allegra,10/16/2006,3/14/2017,5/11/2012,3/14/2017,4 years10 months,58,6,1,0,0,0,0
21964,Methylnaltrexone Bromide,SALIX PHARMS,Relistor,4/24/2008,4/24/2013,4/24/2013,12/31/1930,17 years8 months,212,10,0,0,2,2,0
21976,Darunavir Ethanolate,JANSSEN PRODS,Prezista,6/23/2006,6/23/2011,6/23/2011,6/26/2027,16 years0 months,192,167,0,0,4,4,0
21977,Lisdexamfetamine Dimesylate,SHIRE DEVELOPMENT,Vyvanse,2/23/2007,2/23/2012,4/23/2011,6/29/2023,12 years2 months,146,65,0,0,1,1,0
21978,Desonide,ALMIRALL,Verdeso,9/19/2006,9/19/2009,9/19/2009,11/5/2028,19 years2 months,230,6,0,0,2,2,0
21983,Atropine; Pralidoxime Chloride,MERIDIAN MEDCL,Duodote,9/28/2006,4/12/2010,4/12/2010,4/12/2010,0 years0 months,0,1,1,0,0,0,0
21985,Aliskiren Hemifumarate,NODEN PHARMA,Tekturna,3/5/2007,3/5/2012,3/5/2012,8/19/2026,14 years5 months,173,8,0,0,4,4,0
21986,Dasatinib,BRISTOL MYERS SQUIBB,Sprycel,6/28/2006,6/28/2011,11/6/2010,9/28/2026,15 years10 months,190,52,0,5,6,6,0
21990,Amlodipine Besylate; Valsartan,NOVARTIS,Exforge,6/20/2007,6/20/2010,6/20/2010,7/8/2019,9 years1 months,109,5,0,0,1,1,0
21991,Vorinostat,MERCK,Zolinza,10/6/2006,10/6/2011,8/4/2011,3/18/2028,16 years7 months,199,16,0,1,5,4,1
21992,Desvenlafaxine Succinate,PF PRISM CV,Pristiq,2/29/2008,2/11/2022,3/1/2013,7/5/2027,14 years4 months,172,15,1,0,1,1,0
21994,Travoprost,NOVARTIS,Travatan Z,9/21/2006,12/2/2014,5/6/2012,10/13/2029,17 years5 months,209,7,1,0,1,1,0
21995,Sitagliptin Phosphate,MERCK SHARP DOHME,Januvia,10/16/2006,10/16/2011,10/16/2010,11/24/2026,16 years1 months,193,27,0,0,3,3,0
21997,Zolpidem Tartrate,MYLAN SPECIALITY LP,Edluar,3/13/2009,9/24/2018,9/24/2018,2/25/1931,12 years5 months,149,6,1,0,3,3,0
21998,Levonorgestrel,FDN CONSUMER,Plan B One-Step,7/10/2009,7/10/2012,7/10/2012,4/30/2016,3 years9 months,45,3,0,0,1,0,1
21999,Paliperidone,JANSSEN PHARMS,Invega,12/19/2006,12/19/2011,10/27/2009,10/6/2014,5 years0 months,60,18,0,0,3,2,1
22000,Mesalamine,SHIRE,Lialda,1/16/2007,1/16/2010,1/16/2010,6/8/2020,10 years5 months,125,3,0,0,1,1,0
22003,Posaconazole,SCHERING,Noxafil,9/15/2006,9/15/2011,9/15/2011,4/1/2022,10 years7 months,127,8,0,0,2,2,0
22004,Ciclesonide,COVIS PHARMA BV,Omnaris,10/20/2006,10/20/2011,11/21/2010,2/1/2028,17 years3 months,207,10,0,0,3,3,0
22006,Vigabatrin,LUNDBECK PHARMS LLC,Sabril,8/21/2009,8/21/2016,8/21/2014,2/21/2017,2 years6 months,30,6,0,2,1,0,1
22007,Formoterol Fumarate,MYLAN SPECLT,Perforomist,5/11/2007,5/11/2010,5/11/2010,6/22/2021,11 years1 months,133,7,0,0,1,1,0
22008,Ropinirole Hydrochloride,GLAXOSMITHKLINE LLC,Requip XL,6/13/2008,6/6/2012,6/13/2011,12/2/2021,10 years6 months,126,10,1,0,1,1,0
22009,Avobenzone; Ecamsule; Octocrylene; Titanium Dioxide,LOREAL USA,Anthelios 40,3/31/2008,3/31/2011,10/5/2009,10/29/2012,3 years0 months,36,3,0,0,1,0,1
22010,Articaine Hydrochloride; Epinephrine Bitartrate,DEPROCO,Septocaine,3/30/2006,3/30/2009,3/30/2009,3/30/2009,0 years0 months,0,1,0,0,0,0,0
22011,Telbivudine,NOVARTIS,Tyzeka,10/25/2006,10/25/2011,10/25/2011,9/11/2023,11 years11 months,143,12,0,0,2,2,0
22012,Carvedilol Phosphate,SMITHKLINE BEECHAM,Coreg CR,10/20/2006,10/20/2009,3/5/2007,3/11/2026,19 years0 months,228,33,0,0,4,4,0
22013,Clobetasol Propionate,MYLAN,Olux E,1/12/2007,9/9/2019,1/12/2010,11/5/2028,18 years10 months,226,5,1,0,1,1,0
22014,Estradiol,PERRIGO PHARMA INTL,Evamist,7/27/2007,7/27/2010,7/27/2010,7/31/2022,12 years0 months,144,9,0,0,3,3,0
22015,Polyethylene Glycol 3350,BAYER HEALTHCARE LLC,Miralax,10/6/2006,10/6/2009,10/6/2009,10/6/2009,0 years0 months,0,1,0,0,0,0,0
22020,Pantoprazole Sodium,WYETH PHARMS,Protonix,11/14/2007,7/19/2010,7/19/2010,12/7/2026,16 years5 months,197,17,1,0,3,3,0
22021,Ramipril,KING PFIZER,Altace,2/27/2007,4/4/2012,10/29/2008,8/30/2020,11 years10 months,142,3,1,0,1,1,0
22023,Fosaprepitant Dimeglumine,MERCK AND CO INC,EMEND,1/25/2008,2/10/2015,9/18/2012,10/3/2021,9 years1 months,109,20,1,0,2,2,0
22024,Metformin Hydrochloride; Pioglitazone Hydrochloride,TAKEDA PHARMS USA,Actoplus Met XR,5/12/2009,3/17/2021,1/17/2011,7/31/2026,15 years6 months,186,17,1,0,1,1,0
22025,Dexrazoxane Hydrochloride,CLINIGEN HLTHCARE,Totect,9/6/2007,9/6/2014,9/6/2010,3/13/2020,9 years6 months,114,3,0,1,1,1,0
22026,Amlodipine Besylate,SYNTHON PHARMS,Amlodipine Besylate,9/27/2007,11/20/2022,11/20/2022,11/20/2022,0 years0 months,0,1,1,0,0,0,0
22029,Menthol; Methyl Salicylate,HISAMITSU PHARM CO,Salonpas,2/20/2008,2/20/2011,2/20/2011,1/3/1930,18 years11 months,227,4,0,0,1,1,0
22030,Fesoterodine Fumarate,PFIZER,Toviaz,10/31/2008,10/31/2013,10/31/2013,6/7/2027,13 years8 months,164,13,0,0,3,3,0
22032,Omeprazole,DEXCEL PHARMA,Omeprazole,12/4/2007,8/16/2025,8/16/2025,8/16/2025,0 years0 months,0,1,1,0,0,0,0
22033,Fluvoxamine Maleate,JAZZ PHARMS,Luvox CR,2/28/2008,2/28/2011,2/28/2011,5/10/2020,9 years3 months,111,2,0,0,1,1,0
22036,Doxepin Hydrochloride,CURRAX,Silenor,3/17/2010,2/17/2020,3/17/2013,9/7/1930,17 years6 months,210,25,1,0,3,3,0
22037,Guanfacine Hydrochloride,SHIRE,Intuniv,9/2/2009,7/4/2022,9/2/2012,1/4/2023,10 years4 months,124,16,1,0,1,1,0
22038,Estradiol,VERTICAL PHARMS LLC,Divigel,6/4/2007,6/4/2010,6/4/2010,6/4/2010,0 years0 months,0,1,0,0,0,0,0
22041,Hydroxocobalamin,SERB SA,Cyanokit,12/15/2006,12/15/2009,12/15/2009,11/14/2016,6 years11 months,83,5,0,2,1,1,0
22044,Metformin Hydrochloride; Sitagliptin Phosphate,MERCK SHARP DOHME,Janumet,3/30/2007,7/26/2022,3/30/2010,7/21/2028,18 years4 months,220,26,1,0,2,2,0
22047,Quetiapine Fumarate,ASTRAZENECA,Seroquel XR,5/17/2007,5/17/2010,5/17/2010,11/28/2017,7 years6 months,90,34,0,0,2,2,0
22048,Triamcinolone Acetonide,NOVARTIS,Triesence,11/29/2007,11/29/2010,11/29/2010,12/17/2029,19 years1 months,229,6,0,0,2,2,0
22051,Fluticasone Furoate,GLAXOSMITHKLINE CONS,Veramyst,4/27/2007,8/3/2021,8/3/2021,10/15/2028,7 years2 months,86,18,1,0,3,3,0
22052,Zileuton,CHIESI USA INC,Zyflo CR,5/30/2007,6/6/2012,12/9/2010,9/21/2013,2 years9 months,33,3,1,0,1,1,0
22055,Retapamulin,ALMIRALL,Altabax,4/12/2007,4/12/2012,4/12/2012,2/14/2027,14 years10 months,178,6,0,0,2,2,0
22056,Omeprazole Magnesium,COVIS PHARMA BV,Prilosec,3/20/2008,9/20/2011,3/20/2011,11/3/2019,8 years8 months,104,12,0,0,1,1,0
22057,Progesterone,FERRING,Endometrin,6/21/2007,6/21/2010,6/21/2010,11/17/2019,9 years5 months,113,4,0,0,1,1,0
22058,Histrelin Acetate,ENDO PHARM,Supprelin LA,5/3/2007,5/3/2010,5/3/2010,6/16/2026,16 years1 months,193,5,0,1,3,2,1
22059,Lapatinib Ditosylate,NOVARTIS,Tykerb,3/13/2007,3/13/2012,3/13/2012,9/18/2029,17 years6 months,210,20,0,0,3,3,0
22063,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate,SHIRE DEV LLC,Mydayis,6/20/2017,6/20/2020,6/20/2020,6/20/2020,0 years0 months,0,1,0,0,0,0,0
22064,Levocetirizine Dihydrochloride,SANOFI AVENTIS US,Xyzal,5/25/2007,5/25/2010,6/25/2007,1/26/2014,6 years7 months,79,13,0,0,4,3,1
22065,Ixabepilone,R-PHARM US LLC,Ixempra Kit,10/16/2007,10/16/2012,10/16/2012,2/21/2025,12 years4 months,148,28,0,0,3,3,0
22066,Gadodiamide,GE HEALTHCARE,Omniscan,9/5/2007,10/1/2013,11/8/2011,10/1/2013,1 years11 months,23,2,1,0,0,0,0
22067,Prednisolone Acetate,TARO,Flo-Pred,1/17/2008,6/3/2018,3/11/2013,10/11/2028,15 years7 months,187,7,1,0,1,1,0
22068,Nilotinib Hydrochloride,NOVARTIS,Tasigna,10/29/2007,10/29/2012,10/29/2012,10/7/1932,20 years0 months,240,59,1,4,0,0,0
22070,Tretinoin,DOW PHARM,Atralin,7/26/2007,7/26/2010,7/26/2010,9/23/2014,4 years2 months,50,2,0,0,1,1,0
22074,Lanreotide Acetate,IPSEN PHARMA,Somatuline Depot,8/30/2007,8/30/2012,8/30/2012,9/15/2024,12 years1 months,145,9,0,3,5,2,3
22076,Hydrocortisone Butyrate,BAUSCH,Locoid,5/18/2007,5/18/2010,5/18/2010,12/19/2026,16 years7 months,199,3,0,0,1,1,0
22081,Ambrisentan,GILEAD,Letairis,6/15/2007,6/15/2012,6/15/2012,10/14/1931,19 years4 months,232,18,0,1,4,4,0
22083,Rivastigmine,NOVARTIS,Exelon,7/6/2007,7/6/2010,7/6/2010,1/8/2019,8 years6 months,102,14,0,0,1,1,0
22087,Calcitriol,GALDERMA LABS LP,Vectical,1/23/2009,1/23/2012,1/23/2012,1/23/2012,0 years0 months,0,1,0,0,0,0,0
22088,Temsirolimus,PF PRISM CV,Torisel,5/30/2007,5/30/2012,5/30/2012,5/10/1932,20 years0 months,240,35,0,2,5,4,1
22090,Gadoxetate Disodium,BAYER HLTHCARE,Eovist,7/3/2008,7/3/2013,7/3/2013,11/13/2021,8 years4 months,100,7,0,0,1,1,0
22100,Amplodipine Besylate; Olmesartan Medoxomil,DAIICHI SANKYO,Azor,9/26/2007,9/26/2010,9/26/2010,10/25/2016,6 years1 months,73,5,0,0,2,2,0
22101,Esomeprazole Magnesium,ASTRAZENECA PHARMS,Nexium,2/27/2008,5/3/2020,10/11/2009,5/3/2020,10 years7 months,127,22,1,0,0,0,0
22102,Cyanocobalamin,PAR PHARM,Calomist,7/27/2007,7/22/2010,7/22/2010,7/22/2010,0 years0 months,0,1,0,0,0,0,0
22103,Trospium Chloride,ALLERGAN,Sanctura XR,8/3/2007,8/3/2010,5/28/2009,2/1/2025,15 years9 months,189,12,0,0,1,1,0
22104,Venlafaxine Hydrochloride,OSMOTICA PHARM,Venlafaxine Hydrochloride,5/20/2008,3/20/2017,3/20/2017,3/20/2017,0 years0 months,0,4,1,0,0,0,0
22106,Dorpenem,SHIONOGI INC,Doribax,10/12/2007,10/12/2012,8/14/2012,3/30/2021,8 years7 months,103,6,0,0,2,2,0
22107,Aliskiren Hemifumarate; Hydrochlorothiazide,NODEN PHARMA,Tektuna HCT,1/18/2008,3/5/2012,1/18/2011,7/13/2028,17 years6 months,210,11,0,0,3,3,0
22108,Bupropion Hydrobromide,VALEANT PHARMS NORTH,Aplenzin,4/23/2008,6/27/2026,6/27/2026,6/27/2026,0 years0 months,0,8,1,0,0,0,0
22110,Telavancin Hydrochloride,CUMBERLAND PHARMS,Vibativ,9/11/2009,11/26/2026,9/11/2014,1/1/2027,12 years4 months,148,15,1,0,1,1,0
22114,Lidocaine Hydrochloride,POWDER PHARMS,Zingo,8/16/2007,3/17/2017,1/8/2012,9/28/1935,23 years8 months,284,8,1,0,2,2,0
22115,Lamotrigine,GLAXOSMITHKLINE LLC,Lamictal XR,5/29/2009,5/29/2012,5/29/2012,6/14/2028,16 years1 months,193,17,0,0,4,1,3
22116,Fosamprenavir Calcium,VIIV HLTHCARE,Lexiva,6/14/2007,6/14/2010,6/14/2010,6/24/2018,8 years0 months,96,6,0,0,2,2,0
22117,Asenapine Maleate,ALLERGAN,Saphris,8/13/2009,6/9/2015,9/3/2013,10/6/2026,13 years1 months,157,46,1,0,2,2,0
22118,Fenofibrate,SALIX,Fenoglide,8/10/2007,12/9/2024,10/1/2024,12/9/2024,0 years2 months,2,4,1,0,0,0,0
22119,"Ammonia, N-13",FEINSTEIN,Ammonia N 13,8/23/2007,8/23/2012,8/23/2012,8/23/2012,0 years0 months,0,3,0,0,0,0,0
22122,Diclofenac Sodium,GLAXOSMITHKLINE CONS,Voltaren,10/17/2007,10/17/2010,10/17/2010,10/17/2010,0 years0 months,0,2,0,0,0,0,0
22127,Sevelamer Carbonate,SANOFI,Renvela,10/19/2007,10/19/2010,10/19/2010,10/27/2025,15 years0 months,180,11,0,0,2,2,0
22128,Maraviroc,VIIV HLTHCARE,Selzentry,8/6/2007,8/6/2012,8/6/2012,11/25/2022,10 years3 months,123,13,0,0,2,2,0
22129,Benzyl Alcohol,SHIONOGI INC,Ulesfia,4/9/2009,4/9/2014,4/9/2014,5/19/2024,10 years1 months,121,6,0,0,2,2,0
22134,Alcaftadine,ALLERGAN,Lastacaft,7/28/2010,7/28/2015,11/21/2012,10/5/2029,16 years11 months,203,6,0,0,2,2,0
22145,Raltegravir Potassium,MERCK SHARP DOHME,Isentress,10/12/2007,10/12/2012,10/12/2012,4/21/1931,18 years6 months,222,32,0,0,4,3,1
22150,Icatibant Acetate,SHIRE ORPHAN THERAP,Firazyr,8/25/2011,8/25/2016,7/15/2014,7/15/2019,5 years0 months,60,5,0,1,2,2,0
22154,Telbivudine,NOVARTIS,Tyzeka,4/28/2009,10/25/2011,10/25/2011,9/11/2023,11 years11 months,143,9,0,0,3,3,0
22156,Clevidipine,CHIESI USA INC,Cleviprex,8/1/2008,8/1/2013,8/1/2013,10/10/1931,18 years2 months,218,11,0,0,3,3,0
22157,Levocetirizine Dihydrochloride,SANOFI AVENTIS US,Xyzal,1/28/2008,9/24/2012,5/25/2010,1/26/2014,3 years8 months,44,12,1,0,3,2,1
22159,Phentolamine Mesylate,SEPTODONT HOLDING,Oraverse,5/9/2008,5/9/2011,5/9/2011,4/21/2025,13 years11 months,167,7,0,0,2,2,0
22161,Regadenoson,ASTELLAS,Lexiscan,4/10/2008,6/22/2019,4/10/2013,2/2/2027,13 years10 months,166,24,1,0,3,3,0
22165,Diclofenac Potassium,ASSERTIO,Cambia,6/17/2009,5/15/2017,5/15/2017,6/16/2026,9 years1 months,109,7,1,0,2,1,1
22173,Olanzapine Pamoate,ELI LILLY CO,Zyprexa Relprevv,12/11/2009,9/30/2018,4/23/2011,9/30/2018,7 years5 months,89,4,1,0,0,0,0
22175,Pancrelipase (Amylase;Lipase;Protease),DIGESTIVE CARE INC,Pertzye,5/17/2012,5/17/2017,5/17/2017,5/17/2017,0 years0 months,0,1,0,0,0,0,0
22180,Ferumoxytol,AMAG PHARMS INC,Feraheme,6/30/2009,6/30/2012,6/30/2012,6/30/2023,11 years0 months,132,9,0,0,2,2,0
22181,Sapropterin Dihydrochloride,BIOMARIN PHARM,Kuvan,12/13/2007,12/13/2014,12/13/2012,5/16/2026,13 years5 months,161,36,0,2,2,2,0
22184,Bimatoprost,ALLERGAN,Lumigan,8/31/2010,8/31/2013,9/21/2012,6/13/2027,14 years9 months,177,20,0,0,2,2,0
22185,Betamethasone Dipropionate; Calcipotriene Hydrate,LEO PHARMA AS,Taclonex,5/9/2008,1/27/2020,1/9/2009,1/27/2020,11 years0 months,132,15,1,0,0,0,0
22187,Etravirine,JANSSEN R AND D,Intelence,1/18/2008,1/18/2013,1/18/2013,1/16/2022,9 years0 months,108,49,0,0,4,3,1
22192,Iloperidone,VANDA PHARMS INC,Fanapt,5/6/2009,5/6/2014,11/15/2011,12/28/1931,20 years1 months,241,13,1,0,4,4,0
22193,Calcium Chloride; Dextrose; Glutathione Disulfide; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Phosphate,ALCON PHARMS LTD,Navstel,7/24/2008,7/24/2011,7/24/2011,11/29/2021,10 years4 months,124,4,0,0,1,1,0
22196,Zolpidem Tartrate,AYTU,Zolpimist,12/19/2008,10/1/2017,10/1/2017,8/7/1932,14 years10 months,178,2,1,0,1,1,0
22198,Granisetron,KYOWA KIRIN,Sancuso,9/12/2008,9/12/2011,9/12/2011,1/22/2025,13 years4 months,160,5,0,0,2,2,0
22200,Exenatide Synthetic,ASTRAZENECA AB,Bydureon,1/27/2012,1/27/2015,1/27/2015,5/26/1930,15 years4 months,184,88,0,0,4,4,0
22201,Deflazacort,FERRING,Firmagon,12/24/2008,7/16/2012,7/16/2012,4/27/1932,19 years9 months,237,5,1,0,1,1,0
22202,Diclofenac Potassium,ASSERTIO,Zipsor,6/16/2009,7/16/2019,7/16/2012,8/24/2029,17 years1 months,205,11,1,0,2,2,0
22203,Azelastine Hydrochloride,MYLAN SPECIALITY LP,Astepro,10/15/2008,10/15/2011,10/15/2011,6/4/2028,16 years8 months,200,12,0,0,1,1,0
22204,Oxybutynin Chloride,ALLERGAN,Gelnique,1/27/2009,1/27/2012,1/27/2012,3/26/1931,19 years2 months,230,6,0,0,2,2,0
22205,Balsalazide Disodium,VALEANT PHARMS INTL,Giazo,2/3/2012,8/24/2026,2/3/2015,6/23/1931,16 years4 months,196,6,1,0,1,1,0
