Drug,Patent/ appln.No.,Assignee,Condition(s) Treated,Drug Type,Family,Priority Date,File Date,Publication/Granted/Re-Issued Date,Expiry Date,Status,Patent Type,Description,Before/After FDA Approval,Orange / Purple Book,Google Patents URL
Humira,US2017349654,AbbVie,Arthritis,Biologic,12,10/18/2013,6/9/2017,12/7/2017,,Abandoned,Method of Production / Process,"The application claimed a method for producing a low acidic species composition comprising an antibody, or antigen-binding portion thereof, wherein the anti-TNFα antibody, or antigen-binding portion thereof, is adalimumab, or an antigen binding-portion thereof.",After,No,https://patents.google.com/patent/US20170349654A1/en?oq=US2017349654
Humira,US2017349655,AbbVie,Arthritis,Biologic,12,4/20/2012,6/19/2017,12/7/2017,,Abandoned,Method of Production / Process,"The application claimed a composition comprising a human anti-TNFα antibody comprising the heavy and light chain variable domains of adalimumab, wherein less than 62% of the lysine variant species in said composition have zero C-terminal lysines (Lys 0).",After,No,https://patents.google.com/patent/US20170349655A1/en?oq=US2017349655
Humira,US2017342145,AbbVie,Arthritis,Biologic,12,3/14/2013,6/21/2017,11/30/2017,,Abandoned,Method of Production / Process,"The application claimed a method for reducing process-related impurities and/or product-related substances in a preparative scale sample of a protein of interest comprising at least one process-related impurities and/or product-related substance.  The patent describes the invention can be applied to adalimumab.
",After,No,https://patents.google.com/patent/US20170342145A1/en?oq=US2017342145
Humira,US20180099094A1,AbbVie,Arthritis,Biologic,17,10/12/2016,10/12/2017,4/12/2018,,Abandoned,Device,The application claimed a automatic injection device having a distal end configured to deliver a medicament held in a container therein and a proximal end configured to be controllable by a user. The patent describes the device can be applied to adalimumab.,After,No,https://patents.google.com/patent/US20180099094A1/en?oq=US20180099094A1
Humira,US20180222938A1,AbbVie,Arthritis,Biologic,20,10/18/2013,1/8/2018,8/9/2018,,Abandoned,Method of Production / Process,"The application claimed a method for producing a preparation comprising a protein of interest and having a reduced level of at least one impurity, wherein the protein of interest is adalimumab.",After,No,https://patents.google.com/patent/US20180222938A1/en?oq=US20180222938A1
Humira,US20180147358A1,AbbVie,Arthritis,Biologic,29,1/24/2011,1/26/2018,5/31/2018,,Pending,Device,The application claims an injection device. The patent describes the invention can be applied to adalimumab.,After,No,https://patents.google.com/patent/US20180147358A1/en?oq=US20180147358A1
Humira,US2019040124A1,Abbott / AbbVie,Arthritis,Biologic,5,4/10/2006,2/28/2018,2/7/2019,,Abandoned,Method of Treatment,"The application claimed a method of treating early axial spondylarthritis in a subject comprising administering a human TNFα antibody, or antigen-binding portion thereof, to the subject, such that early axial spondylarthritis is treated.",After,No,https://patents.google.com/patent/US20190040124A1/en?oq=US2019040124A1
Humira,US20180272076A1,AbbVie,Arthritis,Biologic,30,3/29/2011,3/5/2018,9/27/2018,,Abandoned,Device,"The application claimed a syringe carrier assembly for use in an automatic injection device.  The patent describes the invention can be applied to adalimumab.
",After,No,https://patents.google.com/patent/US20180272076A1/en?oq=US20180272076A1
Humira,US2019055308A1,Abbott / AbbVie,Arthritis,Biologic,5,4/9/2004,3/8/2018,2/21/2019,,Abandoned,Method of Treatment,"The application claimed a multiple-variable dose method for treating a disorder in which TNFα activity is detrimental, comprising: administering to a subject in need thereof at least one induction dose of a TNFα inhibitor (adalimumab)  that a threshold level of TNFα inhibitor is achieved within an induction phase; and subsequently administering to the subject at least one treatment dose of the TNFα inhibitor within a treatment phase, such that treatment occurs.",After,No,https://patents.google.com/patent/US20190055308A1/en?oq=US2019055308A1
Humira,US2019054171A1,Abbott / AbbVie,Arthritis,Biologic,7,8/16/2002,3/12/2018,2/21/2019,,Abandoned,Formulation / Combination,"The application claimed a pharmaceutical formulation selected from the group consisting of: (a) a liquid aqueous pharmaceutical formulation comprising a therapeutically effective amount of an antibody in a buffered solution, said formulation having a pH between about 4 and 8 and having a shelf life of at least 18 months; (b) an aqueous pharmaceutical formulation comprising a therapeutically effective amount of an antibody in a buffered solution, said formulation having a pH between about 4 and 8 and having a shelf life of at least 18 months in the liquid state;
(c) a liquid aqueous pharmaceutical formulation comprising a therapeutically effective amount of an antibody in a buffered solution, said formulation having a pH between about 4 and 8 which maintains stability following at least 3 freeze/thaw cycles of the formulation; and (d) a liquid aqueous pharmaceutical formulation comprising a therapeutically effective amount of an antibody in a buffered solution, said formulation having a pH between 4 and 8 and having enhanced stability of at least 12 months at a temperature of 2-8° C.",After,No,https://patents.google.com/patent/US20190054171A1/en?oq=US2019054171A1
Humira,US2019062418A1,Abbott / AbbVie,Arthritis,Biologic,5,5/16/2005,3/14/2018,2/28/2019,,Abandoned,Method of Treatment,"The application claimed a method for testing the efficacy of a TNFα antibody, or antigen-binding portion thereof, for decreasing radiographic progression of joint disease associated with erosive polyarthritis comprising determining the efficacy of the TNFα antibody, or antigen-binding portion thereof, using a modified Total Sharp Score (mTSS) of a patient population having joint disease associated with erosive polyarthritis and a mTSS of the patient population following administration of the TNFα antibody (adalimumab) or antigen-binding portion thereof, wherein no change or a decrease in the mTSS indicates that the TNFα antibody, or antigen-binding portion thereof, is efficacious for decreasing radiographic progression of joint disease associated with erosive polyarthritis.",After,No,https://patents.google.com/patent/US20190062418A1/en?oq=US2019062418A1
Humira,US2019062419A1,AbbVie,Arthritis,Biologic,12,4/20/2012,4/12/2018,2/28/2019,,Abandoned,Method of Production / Process,"The application claimed a method of making a pharmaceutical composition, comprising mixing (a) a composition comprising adalimumab, wherein the composition comprises less than 10% total acidic species of adalimumab, wherein the acidic species of adalimumab correspond to the peaks that elute earlier than the main peak in a WCX-10 HPLC chromatogram of adalimumab, wherein the WCX-10 HPLC chromatogram is generated using a first mobile phase of 10 mM Sodium Phosphate dibasic (pH 7.5) and a second mobile phase of 10 mM Sodium Phosphate dibasic, 500 mM Sodium Chloride (pH 5.5), and wherein the WCX-10 HPLC chromatogram is generated using detection at 280 nm; and
(b) a pharmaceutically acceptable carrier, thereby making a pharmaceutical composition.",After,No,https://patents.google.com/patent/US20190062419A1/en?oq=US2019062419A1
Humira,US20180228980A1,AbbVie,Arthritis,Biologic,27,9/22/2011,4/13/2018,8/16/2018,,Abandoned,Device,"The application claimed an automatic injection device comprising a liquid therapeutic agent in the reservoir, the liquid therapeutic agent comprising adalimumab.
",After,No,https://patents.google.com/patent/US20180228980A1/en?oq=US20180228980A1
Humira,US20190185897A1,AbbVie,Arthritis,Biologic,22,3/14/2013,7/23/2018,6/20/2019,,Abandoned,Method of Production / Process,"The application claimed a method of producing a composition comprising a protein with a modulated glycosylation profile, wherein the protein is an antibody or antigen-binding portion thereof and the protein is adalimumab.",After,No,https://patents.google.com/patent/US20190185897A1/en?oq=US20190185897A1
Humira,US2018339046A1,Abbott / AbbVie,Arthritis,Biologic,7,8/16/2002,8/7/2018,11/29/2018,,Abandoned,Formulation / Combination,"The application claimed a stable liquid aqueous pharmaceutical formulation comprising (a) a human IgG1 anti-human Tumor Necrosis Factor alpha (TNFα) antibody at a concentration of 50 mg/ml, (b) 12 mg/ml mannitol, (c) 1 mg/ml polysorbate 80, and (d) a buffer system comprising citrate and having a pH of 5.0 to 5.2, wherein the antibody is D2E7, and wherein the formulation is suitable for subcutaneous injection.",After,No,https://patents.google.com/patent/US20180339046A1/en?oq=US2018339046A1
Humira,US2019225934A1,AbbVie,Arthritis,Biologic,9,9/13/2006,8/30/2018,7/25/2019,,Abandoned,Method of Production / Process,"The application claimed a serum-free cell culture medium comprising Part A, Part B, and Part C, wherein a) Part A consists essentially of a modified basal medium which excludes the following components: sodium bicarbonate, a buffer, mono-basic sodium phosphate, di-basic sodium phosphate, an osmolarity regulator, a surfactant, and monosaccharide glucose;
b) Part B consists essentially of an inorganic iron source; andc) Part C comprises a recombinant growth factor; a buffer; an osmolarity regulator; an energy source; and at least two different non-animal hydrolysates.",After,No,https://patents.google.com/patent/US20190225934A1/en?oq=US2019225934A1
Humira,US20190358322A1,AbbVie,Arthritis,Biologic,39,11/30/2007,12/20/2018,11/28/2019,,Abandoned,Formulation / Combination,"The application claimed an aqueous formulation comprising an antibody, or antigen-binding fragment thereof, and water, wherein the formulation has a conductivity of less than about 2.5 mS/cm and the antibody, or antigen-binding fragment thereof, has a molecular weight (Mw) greater than about 47 kDa",After,No,https://patents.google.com/patent/US20190358322A1/en?oq=US20190358322A1
Humira,US2020017580A1,Abbott / AbbVie,Arthritis,Biologic,5,4/9/2004,2/25/2019,1/16/2020,,Abandoned,Method of Treatment,"The application claimed a  multiple-variable dose method for treating a disorder in which TNFα activity is detrimental, comprising: administering to a subject in need thereof at least one induction dose of a TNFα inhibitor (adalimumab) such that a threshold level of TNFα inhibitor is achieved within an induction phase; and subsequently administering to the subject at least one treatment dose of the TNFα inhibitor within a treatment phase, such that treatment occurs.",After,No,https://patents.google.com/patent/US20200017580A1/en?oq=US2020017580A1
Humira,US20210347874A1,Abbott / AbbVie,Arthritis,Biologic,5,4/9/2004,12/17/2020,11/11/2021,,Pending,Method of Treatment,"The application claims a multiple-variable dose method for treating a disorder in which TNFα activity is detrimental, comprising: administering to a subject in need thereof at least one induction dose of a TNFα inhibitor such that a threshold level of TNFα inhibitor is achieved within an induction phase; and subsequently administering to the subject at least one treatment dose of the TNFα inhibitor within a treatment phase, such that treatment occurs.",After,No,https://patents.google.com/patent/US20210347874A1/en?oq=US20210347874A1
Humira,US20210347875A1,Abbott / AbbVie,Arthritis,Biologic,5,4/9/2004,12/17/2020,11/11/2021,,Pending,Method of Treatment,"The application claims a multiple-variable dose method for treating a disorder in which TNFα activity is detrimental, comprising: administering to a subject in need thereof at least one induction dose of a TNFα inhibitor (adalimumab) such that a threshold level of TNFα inhibitor is achieved within an induction phase; and subsequently administering to the subject at least one treatment dose of the TNFα inhibitor within a treatment phase, such that treatment occurs.",After,No,https://patents.google.com/patent/US20210347875A1/en?oq=US20210347875A1
Humira,US20210113694,Abbott / AbbVie,Arthritis,Biologic,7,8/16/2002,12/18/2020,4/22/2021,,Abandoned,Formulation / Combination,"The application claimed a  stable liquid aqueous pharmaceutical formulation comprising (a) a human IgG1 anti-human Tumor Necrosis Factor alpha (TNFα) antibody, at a concentration of 45 to 105 mg/ml, (b) a polyol that is a sugar or sugar alcohol, (c) a polysorbate, which is polysorbate 20 or polysorbate 80, at a concentration of 0.1 to 10 mg/ml, and
(d) a buffer system comprising acetate and having a pH of 4.5 to 7.0,
wherein the antibody is D2E7.",After,No,https://patents.google.com/patent/US20210113694A1/en?oq=US20210113694
Humira,US20210260186A1,AbbVie,Arthritis,Biologic,8,4/5/2006,2/9/2021,8/26/2021,,Pending,Method of Treatment,"The application claimed a method of treating a disorder in which TNFα activity is detrimental comprising administering to a human subject in need thereof a liquid pharmaceutical composition comprising adalimumab and a pharmaceutically acceptable carrier, wherein the adalimumab is expressed in a Chinese hamster ovary (CHO) cell expression system; and the composition is characterized in that when the composition is assayed in a cathepsin L kinetic assay, a level of fluorescent activity no greater than 0.0144 RFU/sec is observed.
",After,No,https://patents.google.com/patent/US20210260186A1/en?oq=US20210260186A1
Imbruvica,US 7741330B1,Pharmacyclics LLC,Cancer,Small Molecule,32,10/12/2009,10/16/2009,6/22/2010,10/16/2029,Active,Derivative,The patent claims cover a markush group consisting of various analogs of ibrutinib (Imbruvica).,Before,No,https://patents.google.com/patent/US7741330B1/en?oq=US+7741330B1
Imbruvica,US 9012463B2,Pharmacyclics LLC,Cancer,Small Molecule,32,10/12/2009,10/12/2010,4/21/2015,6/25/2031,Active,Derivative,The patent claims cover structurally  similar analogs to ibrutinib (Imbruvica). ,Before,No,https://patents.google.com/patent/US9012463B2/en?oq=US+9012463B2
Imbruvica,US10004745 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,3/10/2016,6/26/2018,6/3/2031,Active,Method of Treatment,"The patent claims cover a method for treating follicular lymphoma in an individual who has failed at least one prior therapy for follicular lymphoma, comprising: administering to the individual once per day about 560 mg of an oral dose of ibrutinib.",After,No,https://patents.google.com/patent/US10004745B2/en?oq=US10004745+
Imbruvica,US10004746 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,7/26/2017,6/26/2018,6/3/2031,Active,Method of Treatment,The patent claims cover a  method for treating chronic lymphocytic leukemia (CLL)/small lymphocytic lymphoma (SLL) in an individual who has failed at least one prior therapy for chronic lymphocytic leukemia or small lymphocytic lymphoma comprising administering to the individual once per day about 420 mg of an oral dose of crystalline Form A of ibrutinib.,After,Yes,https://patents.google.com/patent/US10004746B2/en?oq=US10004746+
Imbruvica,US10010507 ,Pharmacyclics LLC,Cancer,Small Molecule,28,3/3/2015,3/1/2018,7/3/2018,3/3/2036,Active,Formulation / Combination,"The patent claims cover a solid tablet formulation comprising ibrutinib and one or more pharmaceutically acceptable excipients, wherein the ibrutinib is in micronized form; and
wherein ibrutinib is in an amount of about 140 mg, about 280 mg, about 420 mg, or about 560 mg in the tablet.",After,No,https://patents.google.com/patent/US10010507B1/en?oq=US10010507+
Imbruvica,US10016434 ,Pharmacyclics LLC,Cancer,Small Molecule,15,8/12/2013,7/18/2017,7/10/2018,8/12/2034,Active,Method of Treatment,"The patent claims cover a  method for treating HER2 amplified cancer in an individual in need thereof, wherein the cancer is selected from the group consisting of colon, lung, and pancreatic cancers, and the method comprises administering to the individual in need thereof a composition comprising ibrutinib or a pharmaceutically acceptable salt thereof.",After,No,https://patents.google.com/patent/US10016434B2/en?oq=US10016434+
Imbruvica,US10016435 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,9/26/2017,7/10/2018,6/3/2031,Active,Method of Treatment,"The patent claims cover  for treating Waldenström's macroglobulinemia in an individual in need thereof, wherein the individual is treatment-nave for Waldenström's macroglobulinemia, comprising administering to the individual once per day about 420 mg of an oral dose of ibrutinib.",After,Yes,https://patents.google.com/patent/US10016435B2/en?oq=US10016435+
Imbruvica,US10065968 ,Pharmacyclics LLC,Cancer,Small Molecule,6,6/4/2012,2/21/2018,9/4/2018,6/3/2033,Active,Crystalline,The patent claims cover a  Form 2 crystalline form of anhydrous ibrutinib,After,No,https://patents.google.com/patent/US10065968B2/en?oq=US10065968+
Imbruvica,US10106548 ,Pharmacyclics LLC,Cancer,Small Molecule,6,6/4/2012,2/20/2018,10/23/2018,6/3/2033,Active,Crystalline,The patent claims cover a anhydrous crystalline form of ibrutinib. ,After,Yes,https://patents.google.com/patent/US10106548B2/en?oq=US10106548+
Imbruvica,US10125140 ,Pharmacyclics LLC,Cancer,Small Molecule,6,6/4/2012,7/16/2018,11/13/2018,6/3/2033,Active,Crystalline,"The patent claims cover six  crystalline forms of ibrutinib, of which many are anhydrous.",After,Yes,https://patents.google.com/patent/US10125140B1/en?oq=US10125140+
Imbruvica,US10213386B2,Pharmacyclics LLC,Cancer,Small Molecule,28,3/3/2015,5/3/2018,2/26/2019,3/3/2036,Active,Formulation / Combination,"The patent claims cover a solid tablet formulation comprising a. ibrutinib, and b. one or more pharmaceutically acceptable excipients,wherein the ibrutinib is present in an amount of at least about 50% w/w, and wherein oral administration of one or more tablet(s) of the solid tablet formulation in an amount sufficient to deliver 560 mg of ibrutinib to a population of healthy human adults in a fasted state results in a mean AUC0-∞ of about 465 ng*h/ml+/−248 ng*h/ml.
",After,No,https://patents.google.com/patent/US10213386B2/en?oq=US10213386B2
Imbruvica,US10226466,Pharmacyclics LLC,Cancer,Small Molecule,19,12/3/2014,12/8/2017,3/12/2019,12/2/2035,Active,Method of Treatment,"The patent claims cover a method of treating fibrosis, wherein the fibrosis is not associated with graft versus host disease (GVHD), comprising administering to a patient having fibrosis, wherein the fibrosis is not associated with GVHD, a therapeutically effective amount of ibrutinib. ",After,No,https://patents.google.com/patent/US10226466B2/en?oq=US10226466
Imbruvica,US10266540B2,Pharmacyclics LLC,Cancer,Small Molecule,6,6/4/2012,7/13/2018,4/23/2019,6/3/2033,Active,Crystalline,The patent claims cover overlapping anhydrous crystalline forms of ibrutinib.,After,No,https://patents.google.com/patent/US10266540B2/en?oq=US10266540B2
Imbruvica,US10294231,"Pharmacyclics LLC


",Cancer,Small Molecule,36,6/4/2012,8/23/2018,5/21/2019,6/3/2033,Active,Formulation / Combination,"The patent claims cover a pharmaceutical formulation for oral administration comprising:
(a) about 40 mg to about 200 mg of ibrutinib, (b) about 40 wt % to about 50 wt % of one or more diluents; (c) about 3 wt % to about 10 wt % of one or more disintegrating agents;
(d) about 2 wt % to about 7 wt % of one or more surfactants; and (e) one or more lubricants.",After,Yes,https://patents.google.com/patent/US10294231B2/en?oq=US10294231
Imbruvica,US10294232B2,"Pharmacyclics LLC


",Cancer,Small Molecule,36,6/4/2012,8/23/2018,5/21/2019,6/3/2033,Active,Formulation / Combination,"The patent claims cover a pharmaceutical formulation for oral administration comprising: a)about 40 mg to about 200 mg of ibrutinib, (b) about 40 wt % to about 50 wt % of one or more diluents;(c) one or more disintegrating agents; and (d) about 0.2 wt % to about 1.0 wt % of one or more lubricants.",After,Yes,https://patents.google.com/patent/US10294232B2/en?oq=US10294232B2
Imbruvica,US10463668B2,Pharmacyclics LLC,Cancer,Small Molecule,13,10/25/2013,5/3/2017,11/5/2019,10/24/2034,Active,Method of Treatment,"The patent claims cover a method of treating refractory chronic graft versus host disease (GVHD) comprising orally administering 420 mg of ibrutinib once per day to an adult human patient having chronic GVHD refractory to systemic therapy, wherein the adult human patient achieves a complete response (CR), wherein the CR is a complete resolution of symptoms attributable to chronic GVHD.",After,Yes,https://patents.google.com/patent/US10463668B2/en?oq=US10463668B2
Imbruvica,US10478439B2,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,4/27/2018,11/19/2022,3/6/2031,Active,Method of Treatment,"The patent claims cover a method of inhibiting proliferation and survival of activated B-cells in a human subject suffering from a B-cell proliferative disorder, comprising: orally administering to the human subject suffering from a B-cell proliferative disorder a therapeutically effective amount of  ibrutinib.",After,Yes,https://patents.google.com/patent/US10478439B2/en?oq=US10478439B2
Imbruvica,US10653696B2,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,8/8/2019,5/19/2020,3/6/2031,Active,Method of Treatment,"The patent claims cover amethod for treating mantle cell lymphoma in an individual who has already received at least one prior therapy for mantle cell lymphoma comprising orally administering to the individual a dose of 560 mg of ibrutinib on a continuous once-daily regimen until progression of the mantle cell lymphoma or unacceptable toxicity;  and
lymphocytosis is not considered progression of the mantle cell lymphoma, wherein the individual achieves a complete response.",After,Yes,https://patents.google.com/patent/US10653696B2/en?oq=US10653696B2
Imbruvica,US10695350B2,Pharmacyclics LLC,Cancer,Small Molecule,13,10/25/2013,9/25/2019,6/30/2020,10/24/2034,Active,Method of Treatment,"The patent claims cover a method for achieving a complete resolution of symptoms of chronic graft versus host disease (GVHD) in an adult patient having chronic GVHD refractory to systemic therapy comprising orally administering 420 mg of ibrutinib once per day to the adult patient having chronic GVHD refractory to systemic therapy, thereby achieving complete resolution of the symptoms of refractory chronic GVHD in the adult patient, and discontinuing administering ibrutinib when the adult patient no longer requires therapy for the chronic GVHD.",After,Yes,https://patents.google.com/patent/US10695350B2/en?oq=US10695350B2
Imbruvica,US10751342B2,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,1/21/2020,8/25/2020,3/6/2031,Active,Method of Treatment,"The patent claims cover amethod for treating relapsed or refractory CLL or SLL in an individual comprising orally administering to the individual a dose of 420 mg of ibrutinib on a continuous once-daily regimen until progression of the CLL or SLL or unacceptable toxicity; and lymphocytosis is not considered progression of the CLL or SLL, wherein the individual achieves a complete response.",After,Yes,https://patents.google.com/patent/US10751342B2/en?oq=US10751342B2
Imbruvica,US10752634B2,Pharmacyclics LLC,Cancer,Small Molecule,6,6/4/2012,4/1/2020,8/25/2020,3/6/2033,Active,Formulation / Combination,"The patent claims cover a pharmaceutical formulation for oral administration comprising:
(a) about 140 mg  of ibrutinib , (b) one or more diluents; (c) one or more surfactants; and
(d) one or more lubricants.",After,No,https://patents.google.com/patent/US10752634B2/en?oq=US10752634B2
Imbruvica,US10828259,"Pharmacyclics LLC


",Cancer,Small Molecule,28,3/3/2015,4/10/2020,11/10/2020,3/3/2036,Active,Formulation / Combination,"The patent claims cover asolid tablet formulation comprising ibrutinib and pharmaceutically acceptable excipients, wherein the ibrutinib and wherein the solid tablet formulation comprises about 60% w/w to about 75% w/w of the ibrutinib, and the excipients comprise:
one or more diluents selected from group consisting of: lactose, sucrose, dextrose, dextrates, maltodextrin, mannitol, xylitol, sorbitol, cyclodextrins, calcium phosphate, calcium sulfate, starches, modified starches, cellulose, microcrystalline cellulose, microcellulose, and talc; one or more disintegrating agents selected from the group consisting of: natural starch, a pregelatinized starch, a sodium starch, methylcrystalline cellulose, methylcellulose, croscarmellose, croscarmellose sodium, crosslinked sodium carboxymethylcellulose, cross-linked carboxymethylcellulose, cross-linked croscarmellose, cross-linked starch, cross-linked polymer, cross-linked polyvinylpyrrolidone, sodium alginate, a clay, and a gum; one or more binders selected from the group consisting of: hydroxypropyl cellulose, and polyvinylpyrrolidone; colloidal silicon dioxide; and magnesium stearate.",After,No,https://patents.google.com/patent/US10828259B2/en?oq=US10828259
Imbruvica,US10954567B2,Pharmacyclics LLC,Cancer,Small Molecule,7,7/24/2012,7/23/2013,2/23/2021,7/24/2033,Active,Method of Treatment,"The patent claims cover a method for treating a hematological cancer with ibrutinib in a subject in need thereof, the method comprising: testing a sample containing a nucleic acid molecule encoding a BTK polypeptide from the subject to determine whether the encoded BTK polypeptide has a modification at amino acid position 481 of the amino acid sequence set forth in SEQ ID NO: 1;detecting the absence of the modification in the sample from the subject; and administering ibrutinib to the subject at a daily dosage of 420 mg/day or 560 mg/day.",Before,No,https://patents.google.com/patent/US10954567B2/en?oq=US10954567B2
Imbruvica,US10961251B1,Pharmacyclics LLC,Cancer,Small Molecule,6,6/4/2012,11/18/2020,3/30/2021,3/6/2033,Active,Formulation / Combination,"The patent claims cover a pharmaceutical composition comprising
a crystalline form of ibrutinib and a pharmaceutically acceptable excipient, wherein said crystalline form of ibrutinib is produced by a process, comprising combining a solvent solution comprising alcohol with a crystalline ibrutinib having 2-theta peaks at 7.0±0.1°, 14.0±0.1°, 15.7±0.1°, and 18.2±0.1°; and a pharmaceutically acceptable excipient.2. Composition of a specific crystalline form of ibrutinib produced  by an alcohol solution and said crystalline form",After,Yes,https://patents.google.com/patent/US10961251B1/en?oq=US10961251B1
Imbruvica,US2010022561 ,Pharmacyclics LLC,Cancer,Small Molecule,1,9/22/2006,7/7/2009,1/28/2010,,Abandoned,Method of Treatment,"The application claimed a method for treating an inflammatory disease comprising administering to a subject in need thereof a composition containing a therapeutically effective amount of a compound  that forms a covalent bond with a cysteine residue of a Bruton's tyrosine kinase (Btk), a Bruton's tyrosine kinase (Btk) homolog, or a Bruton's tyrosine kinase (Btk) cysteine homolog.",Before,No,https://patents.google.com/patent/US20100022561A1/en?oq=US2010022561+
Imbruvica,US2010324050 ,Pharmacyclics LLC,Cancer,Small Molecule,1,9/22/2006,3/19/2010,12/23/2010,,Abandoned,Derivative,The application claimed a markush group covering various compounds similar in structure to ibrutinib (Imbruvica).,Before,No,https://patents.google.com/patent/US20100324050A1/en?oq=US2010324050+
Imbruvica,US2011224235 ,Pharmacyclics LLC,Cancer,Small Molecule,2,7/16/2008,7/16/2009,9/15/2011,,Abandoned,Method of Treatment,The application claimed a  method for treating a disorder characterized by the presence or development of one or more solid tumors comprising administering to an individual in need thereof a composition containing a therapeutically effective amount of a compound that forms a covalent bond with a cysteine sidechain of a Bruton's tyrosine kinase (Btk) or a Bruton's tyrosine kinase homolog. T,Before,No,https://patents.google.com/patent/US20110224235A1/en?oq=US2011224235
Imbruvica,US2011281322 ,Pharmacyclics LLC,Cancer,Small Molecule,1,9/22/2006,6/16/2011,11/17/2011,,Abandoned,Method of Treatment,"The application claimed an inhibited tyrosine kinase comprising an inhibitor irreversibly and covalently bound to a cysteine residue of a Bruton's tyrosine kinase cysteine homolog selected from BMX, TEC, TXK, ITK, ErbB2, ErbB4, JAK3, and BLK.",Before,No,https://patents.google.com/patent/US20110281322A1/en?oq=US2011281322+
Imbruvica,US2012065201 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,9/14/2011,3/15/2012,,Abandoned,Main Compound,"The application claimed  a large Markush group including ibrutinib (Imbruvica), and the stereochemistry at the single chiral center of imbruvica",Before,No,https://patents.google.com/patent/US20120065201A1/en?oq=US2012065201+
Imbruvica,US2012071497 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,6/3/2011,3/22/2012,,Abandoned,Method of Treatment,"The application claimed a method for treating diffuse large B-cell lymphoma, activated B cell-like subtype (ABC-DLBCL), in an individual in need thereof, comprising: administering to the individual a therapeutically effective amount of an inhibitor, covering  various compounds including ibrutinib (Imbruvica), of Bruton's tyrosine kinase. ",Before,No,https://patents.google.com/patent/US20120071497A1/en?oq=US2012071497
Imbruvica,US2012087915 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,6/3/2011,4/12/2012,,Pending,Method of Treatment,"The application claims a method for treating a hematological malignancy in an individual in need thereof, comprising: administering to the individual an amount of a Btk inhibitor,  overing  various compounds including ibrutinib (Imbruvica), to mobilize a plurality of cells from the malignancy; and analyzing the mobilized plurality of cells.",Before,No,https://patents.google.com/patent/US20120087915A1/en?oq=US2012087915+
Imbruvica,US2012100138 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,12/29/2011,4/26/2012,,Abandoned,Method of Treatment,"The application claimed a method for treating a B-cell lymphoproliferative disorder (BCLD) in an individual comprising administering to the individual in need thereof an inhibitor of Bruton's tyrosine kinase (Btk),  including ibrutinib (Imbruvica) wherein the BCLD is an acute leukemia, Hairy cell leukemia (HCL), myeloid or myelogenous leukemia, or myeloma.",Before,No,https://patents.google.com/patent/US20120100138A1/en?oq=US2012100138+
Imbruvica,US2012101113 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,12/29/2011,4/26/2012,,Abandoned,Main Compound,The application claimed a broad markush group covering numerous compounds including  ibrutinib (Imbruvica).,Before,No,https://patents.google.com/patent/US20120101113A1/en?oq=US2012101113+
Imbruvica,US2012101114 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,12/29/2011,4/26/2012,,Abandoned,Method of Treatment,"The application claimed a method for treating a cancer in an individual in need thereof, comprising administering to the individual a therapeutically effective amount of a Btk inhibitor, including  ibrutinib (Imbruvica), at least once a day.",Before,No,https://patents.google.com/patent/US20120101114A1/en?oq=US2012101114+
Imbruvica,US2012165328 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,2/24/2012,6/28/2012,,Abandoned,Method of Treatment,"The application claimed an inhibited tyrosine kinase comprising an irreversible BLK inhibitor having a covalent bond to a cysteine residue of a B lymphocyte kinase (BLK).
",Before,No,https://patents.google.com/patent/US20120165328A1/en?oq=US2012165328+
Imbruvica,US2012184013 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,3/1/2012,7/19/2012,,Abandoned,Method of Treatment,The application claimed an inhibited tyrosine kinase comprising an irreversible BMX inhibitor having a covalent bond to a cysteine residue of a BMX non-receptor tyrosine kinase (BMX).,Before,No,https://patents.google.com/patent/US20120184013A1/en?oq=US2012184013+
Imbruvica,US2012184567 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,3/26/2012,7/19/2012,,Abandoned,Derivative,The application claimed a large number of compounds covering a kinase inhibitor.,Before,No,https://patents.google.com/patent/US20120184567A1/en?oq=US2012184567+
Imbruvica,US2012202264 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,4/4/2012,8/9/2012,,Abandoned,Method of Treatment,The application claimed an inhibited tyrosine kinase comprising an irreversible ITK inhibitor having a covalent bond to a cysteine residue of an IL2-inducible T-cell kinase (ITK).,Before,No,https://patents.google.com/patent/US20120202264A1/en?oq=US2012202264+
